Buenos días. | Cuira. | Tarahumara del Centro | López B., Ramón, Pérez Flores, Francisco , Ralámuli Raꞌicháruami , [Frases: Tarahumara―Español] , [1ª] , 1987
La ley establecerá los casos y procedimientos de validación por los jueces o tribunales correspondientes. | Nulalíwama karíwemá mapu a'li u'mukí oyériparé échiriká ilása jáwa'mi oyería'mi. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Elegir de acuerdo con sus normas, procedimientos y prácticas tradicionales, a las autoridades o representantes para el ejercicio de sus formas propias de gobierno interno, garantizando la participación de las mujeres en condiciones de equidad frente a los varones, en un marco que respete el pacto federal y la soberanía de los estados. | Abóni natuwíka jáwama isélika'mi kíti 'échi níima mapu a'lá tibúma pakóta'mi u'mukí ayéna chó 'wé natiki kíti sí nakúroma karéwa ra'ícha'lí karúa'mi, a'lá riwiká nulalíwa'mi mapu nirú o'mána kawíchí a'lí o'mána estárochi. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Preservar y enriquecer sus lenguas, conocimientos y todos los elementos que constituyan su cultura e identidad. | 'Wé natéa'mi niráka abóni ra'icháala a'lí séba'lí mapu machí a'lí 'níwi abóni pakóta'mi. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Conservar y mejorar el hábitat y preservar la integridad de sus tierras en los términos establecidos en esta Constitución. | A'lá tibúka séba'lí mapu ochéro a'lí nirú 'echimí mulípi né mapu regá nulá kostitusióni. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Elegir, en los municipios con población indígena, representantes ante los ayuntamientos. | O'máana munisípio mapu o'ná wekanáta'mi ralámuli eperé 'á wilára'mi níima bilé kíti nikúrima ralámuli sebária mapu regá nócha jáwa'mi. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Las constituciones y leyes de las entidades federativas reconocerán y regularán estos derechos en los municipios, con el propósito de fortalecer la participación y representación política de conformidad con sus tradiciones y normas internas. | Kostitusióni a'lí séba'lí nulalíwa'mi mapu nirú o'máana kawichí ayé machirámi níima kíti 'á riwitámi níima séba'lí rerécho o'máana munisípio, kíti pakóta'mi 'á sí nakúrima abóni natuwíka a'lá tibúa séba'lí mapu reká noká abóni. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
La Federación, los Estados y los Municipios, para promover la igualdad de oportunidades de los indígenas y eliminar cualquier práctica discriminatoria, establecerán las instituciones y determinarán las políticas necesarias para garantizar la vigencia de los derechos de los indígenas y el desarrollo integral de sus pueblos y comunidades, las cuales deberán ser diseñadas y operadas conjuntamente con ellos. | O'mána kawichí ayé, su'wába estárochi a'lí s'inéa'mi munisípio, anári natéa'mi níima pagóta'mi, ké risóa olába mapu regá chijunía, riwiwía a'lí kawélia omá, jáwa'mi a'lá animéa chúreká nokísipa kíti a'lá riwiíta'mi níima rerécho pakóta'mi níwala, kíti nóochaka kanília rejólima mapu o'ná e'peré, si'néa'mi 'á newáma a'lí nemá échireká nokiwáa'mi. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Para abatir las carencias y rezagos que afectan a los pueblos y comunidades indígenas, dichas autoridades, tienen la obligación de: | Kíti ké risóati kayenáma pakóta'mi o'máana e'peréa'mi, jáwa'mi a'lá iwérili nakúrima: | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Impulsar el desarrollo regional de las zonas indígenas con el propósito de fortalecer las economías locales y mejorar las condiciones de vida de sus pueblos, mediante acciones coordinadas entre los tres órdenes de gobierno, con la participación de las comunidades. | 'Á iwérili anemá kíti a'lá perélima ralámuli o'mána, 'á nirúlima mapu o'ná nocháma kíti ké lówa rejólima sumá póbolochi, a'lá nakúrima wéala jáwa'mi bikianáta'mi kayámi a'lí su'wába pakóta'mi 'yúa. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Las autoridades municipales determinarán equitativamente las asignaciones presupuestales que las comunidades administrarán directamente para fines específicos. | Jáwa'mi munisípiochi nócha'mi anári neráa sebárima wenomí mapu abóni póbolochi peréa'mi newále. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Garantizar e incrementar los niveles de escolaridad, favoreciendo la educación bilingüe e intercultural, la alfabetización, la conclusión de la educación básica, la capacitación productiva y la educación media superior y superior. | A'lá sebáripo mapu o'ná benéma kúuchi, ku'íra benéa ralámuti a'lí o'líti ra'íchaka kíti a'lá mo'áma séba'lí binekía'mi, kíti a'lá séba'lí ku'írima benéa, binói ilása ká a'minábi re'pabé sebárima benéa. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Establecer un sistema de becas para los estudiantes indígenas en todos los niveles. | Su'wába benéa'mi béka iyába ralámuli nísa kó. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Definir y desarrollar programas educativos de contenido regional que reconozcan la herencia cultural de sus pueblos, de acuerdo con las leyes de la materia y en consulta con las comunidades indígenas. | 'Échi binekí a'lá animéa a'lí benérima namúti wekanáta'mi kayámi ralámuli níwala, mapuriká aní nulalíwa'mi chúriká nárita'mi jú rarámuli e'perélachi. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Impulsar el respeto y conocimiento de las diversas culturas existentes en la nación. | Iwérili riwiká séba'lí níwala a'lí náta'lí a'lí mapu riká nokámi jú o'máana kawichí. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Asegurar el acceso efectivo a los servicios de salud mediante la ampliación de la cobertura del sistema nacional, aprovechando debidamente la medicina tradicional, así como apoyar la nutrición de los indígenas mediante programas de alimentación, en especial para la población infantil. | A'lá ówita'mi níma su'wába pakóta'mi, óna'mi o'máana mochíma, a'lí a'lá riwiíka séba'lí owámi mapu 'náti 'ówa pagóta'mi, a'lá ku'íripa buyánaka jaré poráma ku'íroli kíti 'á chiliwéba kowáa'mi, kúuchi nalí 'wé a'lá ku'íripa. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Artículo 3o. | OSIRÚA'MI 3. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Todo individuo tiene derecho a recibir educación. | Su'wába pakóta'mi 'á 'níwi rerécho kíti 'á binérita'mi níima. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
El Estado –Federación, Estados, Distrito Federal y Municipios–, impartirá educación preescolar, primaria, secundaria y media superior. | O'mána estárochi, a'lí kawichí ayé mapuriká Ristiríto Jereráli, ayéna chó su'wába munisípiochi né iwérili jú kíti benéma recholí benéa'mi, pirimáriachi a'lí sikuntáriachi benéame. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
La educación que imparta el Estado tenderá a desarrollar armónicamente, todas las facultades del ser humano y fomentará en él, a la vez, el amor a la Patria, el respeto a los derechos humanos y la conciencia de la solidaridad internacional, en la independencia y en la justicia. | Benekíwa'mi mapu nijí estarochi a'lá anárika kanílika benérima 'échi pakóta'mi a'lá kaleká busuréka ruyésima, mapuriká ináma a'lí a'lá oyéripa. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Garantizada por el artículo 24 la libertad de creencias, dicha educación será laica y, por tanto, se mantendrá por completo ajena a cualquier doctrina religiosa; | Mapuriká aní osirúa'mi osámakói nayó 'á binói i'kiíka bichíwima, mapu benériwa kó 'á waná jú. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
El criterio que orientará a esa educación se basará en los resultados del progreso científico, luchará contra la ignorancia y sus efectos, las servidumbres, los fanatismos y los prejuicios. | Mapu ruyésima 'échi benéa'mi ácha a'lá benésia, 'á busurérima ké machía'mi, mapu kalírili nócha'mi jú a'lí chíbi i'sía'mi. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Además: | Ayéna chó: | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Será democrático, considerando a la democracia no solamente como una estructura jurídica y un régimen político, sino como un sistema de vida fundado en el constante mejoramiento económico, social y cultural del pueblo; | Su'wába nakúrima jawá wéala jáwa'mi, ké mapu rikábi aní jáwa'mi a'lí ké bilé nuláa'mi, 'á i'kiíka a'lá rejolísa ré mapuriká ta abóni niráa, ké ne sinibí mapuriká aní nulalíwa'mi; | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Toda la educación que el Estado imparta será gratuita; | Suwába bineríwa mapu nijíliwa estárochi ke natétika níima; | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Los particulares podrán impartir educación en todos sus tipos y modalidades. | Mapu ké kobiérno níwala 'á oméroma binería mapuriká abói binerína'lí. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
En los términos que establezca la ley, el Estado otorgará y retirará el reconocimiento de validez oficial a los estudios que se realicen en planteles particulares. | Mapu 'á aní nulalíwa'mi 'échi estáro, 'á nijíma a'lí kú emá chó oselí machiwáa'mi 'échi mapu binériwa ke kobiérno 'níwalachi sikuéla. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
En el caso de la educación preescolar, primaria, secundaria y normal, los particulares deberán: | Mapu a'lí benériwa re'cholí, pirimaria, sikuntária, a'lí normáli a'lí 'échi ke kobiérno níwala sikuéla 'á nokiméa: | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Impartir la educación con apego a los mismos fines y criterios que establecen el segundo párrafo y la fracción II, así como cumplir los planes y programas a que se refiere la fracción III, y | 'echiriká chó 'á bineríma 'á mapu riká aní okuaná rojanára'mi, a'lí osirúa'mi okuaná, a'lí 'échi riká chó 'á noká mapu riká nulá poráma mapu riká weé nulá rojanára'mi bikíá, a'lí | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Obtener previamente, en cada caso, la autorización expresa del poder público, en los términos que establezca la ley; | Bachá rikó 'níwia, ibíli niráa karéwita'mi ra'íchalí, mapu 'á nakiiwíta'mi jú mapu riká wéala jáwa'mi, mapuriká aní nulalíwa'mi; | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Artículo 4o. | OSIRÚA'MI 4. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
El varón y la mujer son iguales ante la ley. | 'Échi rejói a'lí mukí anári ká natéa'mi jú mapu riká aní nulalíwa'mi. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Esta protegerá la organización y el desarrollo de la familia. | 'Échi kó 'á tibúma, natuíka nocháa'mi kíti kó a'lá kánílika retemáka perélima. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Toda persona tiene derecho a decidir de manera libre, responsable e informada sobre el número y el espaciamiento de sus hijos. | Si'néa'mi pakóta'mi 'á 'níwi rerécho kíti a'lá abóni ikiíka, a'lí machiká chú ikiípu kúchuwina'lí. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Toda persona tiene derecho a la protección de la salud. | Si'néame pakóta'mi 'á 'níwi rerécho mapu owíta'mi níima jápu a'lí nayúsa. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
La Ley definirá las bases y modalidades para el acceso a los servicios de salud y establecerá la concurrencia de la Federación y las entidades federativas en materia de salubridad general, conforme a lo que dispone la fracción XVI del artículo 73 de esta Constitución. | 'Échi nulalíwame á'la aní chúreká nokisáre kíti a'lá owíta'mi níima, 'ábelá napawíka natuwíka chúreká a'lá nocháma mapu riká nochásaré é'choná mapu o'ná wilí ónalachi, mapu riká aní ná rojanára'mi makói usáni a'lí kó osirúa'mi kicháosa makói bikiá jéna kostitusióni. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Toda familia tiene derecho a disfrutar de vivienda digna y decorosa. | Mapu tibúla 'a 'níwi japu reká katewáma jéna rerécho. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
La Ley establecerá los instrumentos y apoyos necesarios a fin de alcanzar tal objetivo. | 'Échi Estáro 'á nikúruma mapu a'lá tibúa kíti a'lá riwiíta'mi níima 'échi kuúchi a'lí kó a'lá échiriká nocháma 'échi rerécho kítera. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
El Estado otorgará facilidades a los particulares para que coadyuven al cumplimiento de los derechos de la niñez. | 'Échí Estáro 'á nikúroma kíti a'lá riwiítamí níima 'échí rerécho kuúchi 'níwala. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Toda persona tiene derecho al acceso a la cultura y al disfrute de los bienes y servicios que presta el Estado en la materia, así como el ejercicio de sus derechos culturales. | Si'néamí pagóta'mi 'a 'níwi 'échí rerécho mapu riká binérita'mi jú a'lí kó 'échi riká oláma. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
El Estado promoverá los medios para la difusión y desarrollo de la cultura, atendiendo a la diversidad cultural en todas sus manifestaciones y expresiones con pleno respeto a la libertad creativa. | 'Échí Estáro kó nikúroma, kíte 'échiriká 'á nokibóa mapu riká ta benérita'mi jú. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
La ley establecerá los mecanismos para el acceso y participación a cualquier manifestación cultural. | 'Échí Estáro kó 'á nikúroma chijána a'lí tibúa mapu riká benérita'mi jú, a'lí mapu riká ta nokáa'mi jú, a'lá riwiíka suwába mapu ta nokáa'mi jú. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Artículo 5o. | OSIRUA'MI 5. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
A ninguna persona podrá impedirse que se dedique a la profesión, industria, comercio o trabajo que le acomode, siendo lícitos. | Bilé pakóta'mi ké bilé wési namúa anéma mapu iyíri machí noochá, komérsio mapu iyíri machí newayá, a'li jarécho noocháli kéremá, mapu riká ra'lí néwa. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Nadie podrá ser obligado a prestar trabajos personales sin la justa retribución y sin su pleno consentimiento, salvo el trabajo impuesto como pena por la autoridad judicial, el cual se ajustará a lo dispuesto en las fracciones I y II del artículo 123. | Ké wési mí iwérili nochárima ké natétika jápi rémi binói ké 'échi riká elása ká, karúa mí isiisá a'lí jáwa'mi mí noochárisa kó ka'lá e'neká níima mapu riká aní 'échi rojanára'mi bilé a'lí okuá, osirúa'mi bilé siénto osá makói bikiá. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
En cuanto a los servicios públicos, sólo podrán ser obligatorios, en los términos que establezcan las leyes respectivas, el de las armas y los jurados, así como el desempeño de los cargos concejiles y los de elección popular, directa o indirecta. | Mapu riká si'néa'mi chí riká 'níwima, séba'lí namúti mapu 'néwalé, iwéra'lí anerámi mapu riká 'échi nulalíwa'mi, mapu tibúla 'échi ra'néela kítera a'lí jáwa'mi sí, mapu sí nikúri, a'lí mapu riká noochámi nawesía'mi, mapu a'lí nakulíwa jáwa'mi, si'néa'mi ká natuwíka a'lí pé chuwé ké ré. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Las funciones electorales y censales tendrán carácter obligatorio y gratuito, pero serán retribuidas aquéllas que se realicen profesionalmente en los términos de esta Constitución y las leyes correspondientes. | 'Échi a'lí rawé bí sí nikúrima noochá 'wé iwérili jú, a'lí ké mí natétira mí níima, nalí bé 'á 'néwalesúwa wé machía'mi kó, 'échi kó 'á natétera mí níima, né mapu riká nulá kostitusióni a'lí nulalíwa'mi. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
El Estado no puede permitir que se lleve a efecto ningún contrato, pacto o convenio que tenga por objeto el menoscabo, la pérdida o el irrevocable sacrificio de la libertad de la persona por cualquier causa. | 'Échi Estáro kó ké nakiméa mapu kayénima ra'íchaka a'lí osaká, mapu riká wikawára'mi jú 'échi iwéra'lí olirúa'mi mapu riká kánília ináma 'échi pakóta chuwé namúti kítera. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
El contrato de trabajo sólo obligará a prestar el servicio convenido por el tiempo que fije la ley, sin poder exceder de un año en perjuicio del trabajador, y no podrá extenderse, en ningún caso, a la renuncia, pérdida o menoscabo de cualquiera de los derechos políticos o civiles. | 'Échi katuwíta'mi oselí animéa píri noocháli newalíwa a'lí chú kilípi rawé ké nocháma mapu riká nulá nulalíwa'mi, ké bilé bamíba'lí simirísare 'échi nócha'lí, ni bilé wilíminá simisáre 'échi ká nísa kó, 'á riwisáre mujé 'níwala rerécho. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
La falta de cumplimiento de dicho contrato, por lo que respecta al trabajador, sólo obligará a éste a la correspondiente responsabilidad civil, sin que en ningún caso pueda hacerse coacción sobre su persona. | Ké chiriká nokisúwa ká mapu riká aní 'échi katuwíta'mi oselí, kíti riwiíta'mi níima 'échi noochámi, nalí bé 'á iwérili anerámi níima mapu o'ná jú kíti a'lá 'échi riká i'simá 'echi'ná sibílichi noochámi, ké bilé wési suwé riká oláma 'échi pakóta'mi. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Toda la información en posesión de cualquier autoridad, entidad, órgano y organismo federal, estatal y municipal, es pública y sólo podrá ser reservada temporalmente por razones de interés público en los términos que fijen las leyes. | Su'wába machisáre a'lí kó katewáma mapu abóni nakí mapu ké wési machiméa, mapu riká nulá 'échi nulalíwa'mi kó jú, 'échi bikianáta'mi jáwa'mi mapu riká estatáli a'lí jereráli ayéna chó munisípiochi, si'néa'mi 'á ikiísaré a'lí pé katewára'mi bí níima pé téeli bí, mapu a'lí néwalerámi bí jú mapú a'lí jónsa nulá 'échí oselí nulalíwa'mi. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
La información que se refiere a la vida privada y los datos personales será protegida en los términos y con las excepciones que fijen las leyes. | Séba'lí ra'ícha'lí mapu 'níwiaré ibíli niraá ruámi jú mujé kítera 'á belá tibúta'mi níima mapu riká nulá nulalíwa'mi. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Toda persona, sin necesidad de acreditar interés alguno o justificar su utilización, tendrá acceso gratuito a la información pública, a sus datos personales o a la rectificación de éstos. | Su'wába pakótamí, ké néwaleká nijía oselí, ké natéa'mi neráka siné rikáachi kó, ruká píri kítera neemá 'á 'níwima mapú reká ké natétika ruyéra'mi níima, su'waba binói níwala rewalá a'lí ajaré chó namúti mapú binói bí machiká inása ré, a'lí mapú kú a'lá newára'mi jú 'échí oselí ké a'lá newára'mi níisa jéná. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Se etablecerán mecanismos de acceso a la información y procedimientos de revisión expeditos. | A'lá belá anéra'mi níima kíti a'lá machibóa ra'ícha'lí ácha a'lá ma'chiná neráa. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Estos procedimientos se sustanciarán ante órganos u organismos especializados e imparciales, y con autonomía operativa, de gestión y de decisión. | Jéna mapú chú reká olása ré 'á ké'mé wi'libéminá niráa nísa ré 'échí mapú ikiána mí chéa ré 'échí 'wé machía'mi mapu reká nísa ré, a'lí mapú reká binóí eelá. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Los sujetos obligados deberán preservar sus documentos en archivos administrativos actualizados y publicarán a través de los medios electrónicos disponibles, la información completa y actualizada sobre sus indicadores de gestión y el ejercicio de los recursos públicos. | 'Échi mapú iwéralí nulerámi jú 'á katewása ré binóí oselíwala 'échi o'ná mapú o'ná katewalía mapú reká kú kulíwa'mi niwáramí níima a'lí 'á ruyerámi níima su'wamá oselíchi litróniko séba'lí ra'ícha'lí, mapu chú reká suwába'lí jáwa'mi wenomí. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
La inobservancia a las disposiciones en materia de acceso a la información pública será sancionada en los términos que dispongan las leyes. | 'Échí ké i'nelíwa'mi mapu reká karéwipa 'échí kítera noocháa'mi mapú reká machibóa si'néa'mi ká 'á bujetámi níima mapu reká aní nulalíwa'mi. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Artículo 7o. | OSIRÚA'MI 7. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Artículo 8o. | OSIRÚA'MI 8. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Los funcionarios y empleados públicos respetarán el ejercicio del derecho de petición, siempre que ésta se formule por escrito, de manera pacífica y respetuosa; pero en materia política sólo podrán hacer uso de ese derecho los ciudadanos de la República. | Wéala jáwa'mi a'lí noochámi si'néa'mi ku'íra'mi 'á riwiíta'mi níima abóni 'níwala rerécho mapú reká táma, kíti sinibísi a'lá ruyéra'mi níima osaká, a'lá kilií a'lá riwiíka; náli bé 'échi mapu reká ra'ícha jáwamí pe náli bí 'á oméro 'échi riká aniyá mapu na'í bí kawichí e'peréa'mi jú. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
A toda petición deberá recaer un acuerdo escrito de la autoridad a quien se haya dirigido, la cual tiene obligación de hacerlo conocer en breve término al peticionario. | Su'wába tára'mi 'á belá osaká karéwima 'échi jáwa'mi mapu 'ára'mi jú 'échí oselí, mapu reká 'á niwí a'lí machiméa 'échí mapú reká tára'mi jú. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
Artículo 9o. | OSIRÚA'MI 9. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
No se considerará ilegal, y no podrá ser disuelta una asamblea o reunión que tenga por objeto hacer una petición o presentar una protesta por algún acto, a una autoridad, si no se profieren injurias contra ésta, ni se hiciere uso de violencias o amenazas para intimidarla u obligarla a resolver en el sentido que se desee. | 'Á natéa'mi niráa bá, ké oméroma karewía wikáka napawíka, ni bilé oselí osaká tániwa'mi mapu reká i'síli 'échi wilía'mi, ké belá napawíka a'lí ké bilé nakóka a'lí ké majárisa, suwé aneká a'lí ké iwérili aneká mapu reká karewima mapu reká abóni karewána'lí. | Tarahumara del Norte | Constitución Política de los Estados Unidos Mexicanos en Tarahumara del Norte, INALI, 2012
